associated_work,composer,date_text,filename,manifest_contents,manifest_date,manifest_organization,movement_or_selection,name,page_number,part_or_instrument,place,record_type,review_flags,role,source_pdf,source_text,title,txt_source_file
,F. Chopin,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,16,,,work,,,UDC20260028-18.pdf,F. Chopin ..................................................... Sonate h-moll Op.35,Sonate h-moll Op.35,extracted_texts/OLMOCR/UDC20260028-18.txt
,J. Haydn,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,16,,,work,,,UDC20260028-18.pdf,"J. Haydn .................................................... Symphonie Nr.103 ""Paukenwirbel""","Symphonie Nr.103 ""Paukenwirbel""",extracted_texts/OLMOCR/UDC20260028-18.txt
,W. A. Mozart,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,16,,,work,,,UDC20260028-18.pdf,"W. A. Mozart ............................................. Symphonie Nr.36 ""Linz""","Symphonie Nr.36 ""Linz""",extracted_texts/OLMOCR/UDC20260028-18.txt
,F. Schubert,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,16,,,work,,,UDC20260028-18.pdf,"F. Schubert .............................................. Symphonie Nr.8 ""Unvollendete""","Symphonie Nr.8 ""Unvollendete""",extracted_texts/OLMOCR/UDC20260028-18.txt
,L. v. Beethoven,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,16,,,work,,,UDC20260028-18.pdf,L. v. Beethoven ........................................ Symphonie Nr.8,Symphonie Nr.8,extracted_texts/OLMOCR/UDC20260028-18.txt
,G. F. Händel,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,"Nos. 1, 2, 29, 30, 31, 32, 42, 43",,17,,,work,,,UDC20260028-18.pdf,"G. F. Händel ..................... from ""Messiah"" No. 1, No. 2, No. 29, No. 30, No. 31, No. 32, No. 42, No. 43",Messiah,extracted_texts/OLMOCR/UDC20260028-18.txt
,J. S. Bach,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Frohe Hirten; Kantate Nr. 55 BWV 55,,17,,,work,,,UDC20260028-18.pdf,"J. S. Bach ................................. ""Weihnachtsoratorium"" Frohe Hirten Kantate Nr. 55 BWV 55",Weihnachtsoratorium,extracted_texts/OLMOCR/UDC20260028-18.txt
,G. Puccini,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,O mio babbino caro; Mi chiamano Mimi,,17,,,work,,,UDC20260028-18.pdf,"G. Puccini ............................. from ""Gianni Schicchi"" O mio babbino caro from ""La Bohème"" Mi chiamano Mimi",Gianni Schicchi; La Bohème,extracted_texts/OLMOCR/UDC20260028-18.txt
,W. A. Mozart,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Una donna; Ch'io mi scordi di te; O zittre nicht; Agnus dei,,17,,,work,,,UDC20260028-18.pdf,"W. A. Mozart ............................. from ""Cosi fan tutte"" Una donna Konzert Arien ""Ch'io mi scordi di te"" from ""Die Zauberflöte"" O zittre nicht/Agnus dei",Cosi fan tutte; Konzert Arien; Die Zauberflöte,extracted_texts/OLMOCR/UDC20260028-18.txt
,P. Hindemith,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,17,,,work,,,UDC20260028-18.pdf,"P. Hindemith ............................ Geburt Mariä, Geburt Christi",Geburt Mariä; Geburt Christi,extracted_texts/OLMOCR/UDC20260028-18.txt
,Kosaku Yamada,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,17,,,work,'etc.' indicates additional pieces not enumerated,,UDC20260028-18.pdf,"Kosaku Yamada ........................... Denwa, Uta, Machiboke, etc.",Denwa; Uta; Machiboke,extracted_texts/OLMOCR/UDC20260028-18.txt
,Toru Tamura,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,17,,,work,,,UDC20260028-18.pdf,"Toru Tamura ............................. Chikugo no Komori-uta, Kudo",Chikugo no Komori-uta; Kudo,extracted_texts/OLMOCR/UDC20260028-18.txt
,F. Cavalli,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,17,,,work,'etc.' indicates additional pieces not enumerated,,UDC20260028-18.pdf,F. Cavalli ............................... Disseratevi a me etc.,Disseratevi a me,extracted_texts/OLMOCR/UDC20260028-18.txt
,H. Wolf,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Heiss mich nicht reden; Der Musikant; Der Tambour; Fussreise,,17,,,work,Multiple items; 'etc.' present,,UDC20260028-18.pdf,"H. Wolf ................................. from ""Mignon"" Heiss mich nicht reden Der Musikant, Der Tambour, Fussreise etc.",Mignon; Lieder,extracted_texts/OLMOCR/UDC20260028-18.txt
,R. Schumann,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,17,,,work,'etc.' indicates more songs,,UDC20260028-18.pdf,R. Schumann ............................. Maria Stuart Lieder etc.,Maria Stuart Lieder,extracted_texts/OLMOCR/UDC20260028-18.txt
,F. Schubert,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,17,,,work,,,UDC20260028-18.pdf,"F. Schubert ............................. Im Frühling, Dem Unendlichen, Seligkeit",Im Frühling; Dem Unendlichen; Seligkeit,extracted_texts/OLMOCR/UDC20260028-18.txt
,Saburo Takada,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,17,,,work,,,UDC20260028-18.pdf,"Saburo Takada ........................... from ""Prelude""",Prelude,extracted_texts/OLMOCR/UDC20260028-18.txt
,M. Marais,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Flute,,17,,,work,OCR odd: 'Leo Foiles' likely 'Les Folies',,UDC20260028-18.pdf,M. Marais ............................. Leo Foiles d'Espagne pour flute seul (Flute),Foiles d'Espagne pour flute seul,extracted_texts/OLMOCR/UDC20260028-18.txt
,J. S. Bach,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Flute,,17,,,work,,,UDC20260028-18.pdf,J. S. Bach ............................. Sonate h-moll BWV 1030 (Flute),Sonate h-moll BWV 1030,extracted_texts/OLMOCR/UDC20260028-18.txt
,E. Bloch,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Trombone,,17,,,work,,,UDC20260028-18.pdf,"E. Bloch .................................. ""Symphony"" (Trombone)",Symphony,extracted_texts/OLMOCR/UDC20260028-18.txt
,E. Scheffmann,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Trombone,,17,,,work,,,UDC20260028-18.pdf,E. Scheffmann ........................... Konzert stücke Op. 67 (Trombone),Konzert stücke Op. 67,extracted_texts/OLMOCR/UDC20260028-18.txt
,G. Torelli,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Trumpet,,17,,,work,,,UDC20260028-18.pdf,G. Torelli ............................. Sonate a cinque No. 1 (Trumpet),Sonate a cinque No. 1,extracted_texts/OLMOCR/UDC20260028-18.txt
,J. N. Hummel,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,Trumpet,,17,,,work,,,UDC20260028-18.pdf,J. N. Hummel ........................... Konzert Es-dur (Trumpet),Konzert Es-dur,extracted_texts/OLMOCR/UDC20260028-18.txt
,M. Reger,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,18,,,work,,,UDC20260028-18.pdf,"M. Reger ............. Präludien und Fugen Op.99
Sonatinen Op.89
Variationen und Fuge über ein Thema von Bach Op.81",Präludien und Fugen Op.99,extracted_texts/OLMOCR/UDC20260028-18.txt
,M. Reger,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,18,,,work,,,UDC20260028-18.pdf,"M. Reger ............. Präludien und Fugen Op.99
Sonatinen Op.89",Sonatinen Op.89,extracted_texts/OLMOCR/UDC20260028-18.txt
,M. Reger,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,18,,,work,,,UDC20260028-18.pdf,"M. Reger ............. ...
Variationen und Fuge über ein Thema von Bach Op.81",Variationen und Fuge über ein Thema von Bach Op.81,extracted_texts/OLMOCR/UDC20260028-18.txt
,M. Reger,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,18,,,work,'etc.' indicates additional songs,,UDC20260028-18.pdf,"M. Reger ...... Waldeinsamkeit Op.76-3, : Der Mond glüht Op.51-5,
Hymnus des Hasses Op.55-1, : Schmied Schmerz Op.51-6, etc.",Waldeinsamkeit Op.76-3; Der Mond glüht Op.51-5; Hymnus des Hasses Op.55-1; Schmied Schmerz Op.51-6,extracted_texts/OLMOCR/UDC20260028-18.txt
,J. Haydn,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,J. Haydn .......................................................... Fantasie C-dur,Fantasie C-dur,extracted_texts/OLMOCR/UDC20260028-18.txt
,J. Haydn,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,Variationen f-moll,Variationen f-moll,extracted_texts/OLMOCR/UDC20260028-18.txt
,J. Haydn,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,Sonate Es-dur,Sonate Es-dur,extracted_texts/OLMOCR/UDC20260028-18.txt
,W. A. Mozart,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,W. A. Mozart ..................................................... Sonate C-dur K.V. 330,Sonate C-dur K.V. 330,extracted_texts/OLMOCR/UDC20260028-18.txt
,W. A. Mozart,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,Fantasie d-moll K.V. 397,Fantasie d-moll K.V. 397,extracted_texts/OLMOCR/UDC20260028-18.txt
,W. A. Mozart,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,Konzert A-dur K.V. 488,Konzert A-dur K.V. 488,extracted_texts/OLMOCR/UDC20260028-18.txt
,W. A. Mozart,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,W. A. Mozart ..................................................... Sonate B-dur K.V. 333,Sonate B-dur K.V. 333,extracted_texts/OLMOCR/UDC20260028-18.txt
,W. A. Mozart,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,Konzert C-dur K.V. 467,Konzert C-dur K.V. 467,extracted_texts/OLMOCR/UDC20260028-18.txt
,L. v. Beethoven,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,L. v. Beethoven ................................................ Konzert Nr. 1 C-dur Op.15,Konzert Nr. 1 C-dur Op.15,extracted_texts/OLMOCR/UDC20260028-18.txt
,L. v. Beethoven,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,,20,,,work,,,UDC20260028-18.pdf,Sonate cis-moll Op.27-2,Sonate cis-moll Op.27-2,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Sergio Sossi,4,conductor,,performer,,,UDC20260028-18.pdf,Conductor: Sergio Sossi,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,"Yoko Yanagi, Piano",4,piano,,performer,,,UDC20260028-18.pdf,"Soloist: Yoko Yanagi, Piano",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Sergio Sossi,4,conductor,,performer,,,UDC20260028-18.pdf,Conductor: Sergio Sossi,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,"Kuniko Nakamura, Soprano",4,soprano,,performer,,,UDC20260028-18.pdf,"Soloists: Kuniko Nakamura, Soprano",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,"Eishi Kawamura, Bariton",4,baritone,,performer,,,UDC20260028-18.pdf,"Eishi Kawamura, Bariton",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Tetsuya Sakuma,4,chorus master,,performer,,,UDC20260028-18.pdf,Chorus Master: Tetsuya Sakuma,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Branka Musulin (Piano),5,piano,,performer,,,UDC20260028-18.pdf,Branka Musulin (Piano) = Lecture and Concert =,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Klaus Linsenmeyer (Organ),5,organ,,performer,,,UDC20260028-18.pdf,Klaus Linsenmeyer (Organ) commemorating Max Regers 100th birthday,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Geoffrey Rutkowski (Cello),6,cello,,performer,,,UDC20260028-18.pdf,Geoffrey Rutkowski (Cello),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Wendel Nelson (Piano),6,piano,,performer,,,UDC20260028-18.pdf,Wendel Nelson (Piano),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Gerald Smith (Bariton),6,baritone,,performer,,,UDC20260028-18.pdf,Gerald Smith (Bariton),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,"Takayuki Kato, piano",6,piano,,performer,,,UDC20260028-18.pdf,"Takayuki Kato, piano",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Leo Krämer (Organ),6,organ,,performer,,,UDC20260028-18.pdf,Leo Krämer (Organ),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Roland Keller (Piano),7,piano,,performer,,,UDC20260028-18.pdf,Roland Keller (Piano),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Arno Schoenstedt (Organ),7,organ,,performer,,,UDC20260028-18.pdf,Arno Schoenstedt (Organ),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Tamotsu Maeda,9,conductor,,performer,,,UDC20260028-18.pdf,Conductor: Tamotsu Maeda,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Tadao Sawai,9,koto,,performer,Instrument inferred as koto based on program heading 'Traditional Japanese Koto Music',,UDC20260028-18.pdf,"""Ikuta-Ryu""........Tadao Sawai, Kazue Sawai
""Yamada-Ryu""......Matsuhiro Ito",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Kazue Sawai,9,koto,,performer,Instrument inferred as koto based on program heading 'Traditional Japanese Koto Music',,UDC20260028-18.pdf,"""Ikuta-Ryu""........Tadao Sawai, Kazue Sawai",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Matsuhiro Ito,9,koto,,performer,Instrument inferred as koto based on program heading 'Traditional Japanese Koto Music',,UDC20260028-18.pdf,"""Yamada-Ryu""......Matsuhiro Ito",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Minoru Yamada,10,conductor,,performer,,,UDC20260028-18.pdf,Conductor: Minoru Yamada,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Tsuyoshi Sasakura,10,conductor,,performer,,,UDC20260028-18.pdf,Conductor: Tsuyoshi Sasakura,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Yoshiko Uemura,10,piano,,performer,,,UDC20260028-18.pdf,Piano: Yoshiko Uemura,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Tetsuya Sakuma,10,conductor,,performer,,,UDC20260028-18.pdf,Conductor: Tetsuya Sakuma,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Zdenek Kozina (Piano),11,piano,,performer,,,UDC20260028-18.pdf,Zdenek Kozina (Piano)    Farewell Concert,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,B. Novotný,11,First Violin,,performer,,,UDC20260028-18.pdf,1st Violin ... B. Novotný,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,K. Pribyl,11,Second Violin,,performer,,,UDC20260028-18.pdf,2nd Violin .... K. Pribyl,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,L. Malý,11,Viola,,performer,,,UDC20260028-18.pdf,Viola .......... L. Malý,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,J. Sirc,11,Violoncello,,performer,Printed abbreviation retained,,UDC20260028-18.pdf,V. Cello ........ J. Sirc,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Heinz Schröter (Piano),11,piano,,performer,,,UDC20260028-18.pdf,Heinz Schröter (Piano),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Edith Picht-Axenfeld (Cembalo),12,harpsichord,,performer,,,UDC20260028-18.pdf,Edith Picht-Axenfeld (Cembalo),,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Grete Wehmeyer,18,piano,,performer,Performer is lecturer; instrument inferred from piano works listed,,UDC20260028-18.pdf,Grete Wehmeyer = commemorating Max Regers 100th birthday =,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Margarita Schack-Koellreutter,18,soprano,,performer,,,UDC20260028-18.pdf,Soprano: Margarita Schack-Koellreutter,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Erwin Born,18,piano,,performer,,,UDC20260028-18.pdf,Piano: Erwin Born,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Zorica Filipović,19,voice teacher,,performer,Role inferred as voice trainer/coach,,UDC20260028-18.pdf,Zorica Filipović = Voice training =,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,B. Novotný,19,First Violin,,performer,,,UDC20260028-18.pdf,1st Violin ... B. Novotný,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,K. Pribyl,19,Second Violin,,performer,,,UDC20260028-18.pdf,2nd Violin ....... K. Pribyl,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,L. Malý,19,Viola,,performer,,,UDC20260028-18.pdf,Viola ............ L. Malý,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,J. Sire,19,Violoncello,,performer,Possible OCR error; best-guess 'J. Sirc',,UDC20260028-18.pdf,V. Cello ......... J. Sire,,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-18.pdf,Concert Programs,1973-74,Musashinto Academia Musicae,,Heinz Schröter,20,piano,,performer,,,UDC20260028-18.pdf,"Heinz Schröter
(ハインツ・シュレーター)",,extracted_texts/OLMOCR/UDC20260028-18.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,3,,Beethoven Hall at Musashino Academia Musicae,venue,,,UDC20260028-19.pdf,B.H. = Beethoven Hall at Musashino Academia Musicae,,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,3,,Mozart Hall at Musashino Academia Musicae,venue,,,UDC20260028-19.pdf,M.H. = Mozart Hall at Musashino Academia Musicae,,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,4,,B.H,venue,,,UDC20260028-19.pdf,"Wednesday, July 9, 1975, 7:00 p.m./B.H",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,4,,Tokyo Bunka Kaikan,venue,,,UDC20260028-19.pdf,"Thursday, July 10, 1975, 7:00 p.m./Tokyo Bunka Kaikan",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,4,,B.H.,venue,,,UDC20260028-19.pdf,"Thursday, December 4, 1975, 6:30 p.m./B.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,4,,Tokyo Bunka Kaikan,venue,,,UDC20260028-19.pdf,"Friday, December 5, 1975, 6:30 p.m./Tokyo Bunka Kaikan",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,5,,Toyama City Public Hall,venue,,,UDC20260028-19.pdf,"Monday, October 6, 1975, 6:00 p.m./Toyama City Public Hall",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,5,,Fukui City Bunka Kaikan,venue,,,UDC20260028-19.pdf,"Tuesday, October 7, 1975, 6:00 p.m./Fukui City Bunka Kaikan",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,5,,Iruma Shimin Kaikan,venue,,,UDC20260028-19.pdf,"Thursday, October 9, 1975, 6:30 p.m./Iruma Shimin Kaikan",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,5,,Kumagaya Kaikan,venue,,,UDC20260028-19.pdf,"Thursday, December 18, 1975, 1:00 p.m./Kumagaya Kaikan",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,6,,B.H.,venue,,,UDC20260028-19.pdf,"Saturday, May 31, 1975, 3:00 p.m./B.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,6,,B.H.,venue,,,UDC20260028-19.pdf,"Sunday, June 1, 1975, 3:00 p.m./B.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,6,,Asahi Seimei Hall,venue,,,UDC20260028-19.pdf,"Monday, October 20, 1975, 7:00 p.m./Asahi Seimei Hall",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,7,,M.H.,venue,,,UDC20260028-19.pdf,"Wednesday, June 18, 1975, 4:10 p.m./M.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,7,,M.H.,venue,,,UDC20260028-19.pdf,"Tuesday, October 14, 1975, 4:10 p.m./M.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,8,,M.H.,venue,,,UDC20260028-19.pdf,"Wednesday, October 15, 1975, 4:10 p.m./M.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,8,,M.H.,venue,,,UDC20260028-19.pdf,"Tuesday, October 21, 1975, 4:10 p.m./M.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,8,,M.H.,venue,,,UDC20260028-19.pdf,"Wednesday, October 29, 1975, 4:10 p.m./M.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,9,,M.H.,venue,,,UDC20260028-19.pdf,"Wednesday, November 12, 1975, 4:10 p.m./M.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,9,,M.H.,venue,,,UDC20260028-19.pdf,"Wednesday, January 14, 1976, 4:10 p.m./M.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,9,,B.H.,venue,,,UDC20260028-19.pdf,"Saturday, January 17, 1976, 5:00 p.m./B.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,10,,Orchestra Studio,venue,,,UDC20260028-19.pdf,"Monday, January 19, 1976, 1:00 p.m./Orchestra Studio",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,10,,B.H.,venue,,,UDC20260028-19.pdf,"Wednesday, January 21, 1976, 4:10 p.m./B.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,11,,B.H.,venue,,,UDC20260028-19.pdf,"Wednesday, June 4, 1975, 4:10 p.m./B.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
,,,UDC20260028-19.pdf,Concert Programs,1975-76,Musashinto Academia Musicae,,,11,,B.H.,venue,,,UDC20260028-19.pdf,"Saturday, November 29, 1975, 2:00 p.m./B.H.",,extracted_texts/OLMOCR/UDC20260028-19.txt
