associated_work,composer,date_text,filename,manifest_contents,manifest_date,manifest_organization,movement_or_selection,name,page_number,part_or_instrument,place,record_type,review_flags,role,source_text,title
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"McRae, H.",5,SECOND TENOR,,performer,,,"McRae, H.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,—,5,FIRST BASS,,performer,,,FIRST BASS.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Eddy, A. E.",5,FIRST BASS,,performer,,,"Eddy, A. E.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Flood, W. H.",5,FIRST BASS,,performer,,,"Flood, W. H.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Bishop, A. A.",5,FIRST BASS,,performer,,,"Bishop, A. A.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Küster, G. Η.",5,FIRST BASS,,performer,,,"Küster, G. Η.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Wilson, E. L.",5,FIRST BASS,,performer,,,"Wilson, E. L.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Lennon, Geo. A.",5,FIRST BASS,,performer,,,"Lennon, Geo. A.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Muirhead, G. Η.",5,FIRST BASS,,performer,,,"Muirhead, G. Η.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Turner, J. Τ.",5,FIRST BASS,,performer,,,"Turner, J. Τ.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Page, B.",5,FIRST BASS,,performer,,,"Page, B.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Wilcox, W.",5,FIRST BASS,,performer,,,"Wilcox, W.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Excell, Fredk.",5,FIRST BASS,,performer,,,"Excell, Fredk.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Pincus, S.",5,FIRST BASS,,performer,,,"Pincus, S.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Prichard, J. J.",5,FIRST BASS,,performer,,,"Prichard, J. J.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Waugh, R. (on leave)",5,FIRST BASS,,performer,,,"Waugh, R. (on leave)",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Wood, W. C.",5,FIRST BASS,,performer,,,"Wood, W. C.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Champion, J.",5,FIRST BASS,,performer,,,Champion. J.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Ramsay, Τ. G.",5,FIRST BASS,,performer,,,"Ramsay, Τ G.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Sprod, W. G. R.",5,FIRST BASS,,performer,,,Sprod W. G. R.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Williams, E. H.",5,FIRST BASS,,performer,,,"Williams, E. H.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Williams, J. R.",5,FIRST BASS,,performer,,,"Williams, J. R.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Heathershaw, S. A.",5,FIRST BASS,,performer,,,"Heathershaw, S. A.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Farr, Leigh",5,FIRST BASS,,performer,,,"Farr, Leigh",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Lemon, G. H.",5,FIRST BASS,,performer,,,Lemon. G. H.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Blades, R.",5,FIRST BASS,,performer,,,"Blades, R.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Hall, F. F.",5,FIRST BASS,,performer,,,"Hall, F. F.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Hislop, Η. (on leave)",5,FIRST BASS,,performer,,,"Hislop, Η. (on leave)",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Smith, H. W.",5,FIRST BASS,,performer,,,Smith. H. W.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Appleby, W. E.",5,FIRST BASS,,performer,,,Appleby. W. E.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Holtz, F.",5,FIRST BASS,,performer,,,"Holtz, F.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Fleissner, L.",5,FIRST BASS,,performer,,,Fleissner L.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Hall, C. E.",5,FIRST BASS,,performer,,,"Hall, C. E.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Casper, E. (Capt.)",5,FIRST BASS,,performer,,,"Casper, E. (Capt.)",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Berry, A.",5,FIRST BASS,,performer,,,"Berry, A.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Blashki, G. L.",5,FIRST BASS,,performer,,,"Blashki, G. L.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Hasell, A. H.",5,FIRST BASS,,performer,,,"Hasell, A. H.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Wilkes, K. (on leave)",5,FIRST BASS,,performer,,,"Wilkes, K. (on leave)",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"McCall, R. W. V.",5,FIRST BASS,,performer,,,"McCall, R. W. V.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Pick, Geo.",5,FIRST BASS,,performer,,,"Pick, Geo.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Ashe, H. M.",5,FIRST BASS,,performer,,,"Ashe, H. M.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Watson, Jno.",5,FIRST BASS,,performer,,,"Watson, Jno.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Griffith, H. L.",5,FIRST BASS,,performer,,,"Griffith, H. L.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Statters, J.",5,FIRST BASS,,performer,,,"Statters, J.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Whitehead, A. E.",5,FIRST BASS,,performer,,,"Whitehead, A. E.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,—,5,SECOND BASS,,performer,,,SECOND BASS.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Turner, J. P.",5,SECOND BASS,,performer,,,"Turner, J. P.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Groube, H.",5,SECOND BASS,,performer,,,"Groube, H.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Pepper, F.",5,SECOND BASS,,performer,,,"Pepper, F.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Wilmott, H. G.",5,SECOND BASS,,performer,,,"Wilmott, H. G.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Jones, W. C.",5,SECOND BASS,,performer,,,"Jones, W. C.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Adcock, John",5,SECOND BASS,,performer,,,"Adcock, John",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Lewis, F.",5,SECOND BASS,,performer,,,"Lewis, F.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Owen, E. T.",5,SECOND BASS,,performer,,,"Owen, E. T.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Smith, E. O.",5,SECOND BASS,,performer,,,"Smith, E. O.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Hearn, A. H.",5,SECOND BASS,,performer,,,"Hearn, A. H.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Mattingly, A.",5,SECOND BASS,,performer,,,"Mattingly, A.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"White, Thos. E.",5,SECOND BASS,,performer,,,"White, Thos, E.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Nunweek, A.",5,SECOND BASS,,performer,,,"Nunweek, A.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Sutherland, J.",5,SECOND BASS,,performer,,,"Sutherland, J.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Watkin, E. J. (on leave)",5,SECOND BASS,,performer,,,"Watkin, E. J. (on leave)",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"McHenry, Ε.",5,SECOND BASS,,performer,,,"McHenry, Ε.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Williamson, W. T. R.",5,SECOND BASS,,performer,,,"Williamson, W. T. R.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Smith, W.",5,SECOND BASS,,performer,,,Smith. W.,
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Irving, H. A. C.",5,SECOND BASS,,performer,,,"Irving, H. A. C.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Lloyd, H. D.",5,SECOND BASS,,performer,,,"Lloyd, H. D.",
,,,UDC20260028-10.pdf,Concert Programs,1893,Melbourne Liedertafel,,"Adelt, Louis",5,SECOND BASS,,performer,,,"Adelt, Louis",
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,3,,"TOWN JALL, MELBOURNE",venue,,,"TOWN JALL, MELBOURNE",
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,20,,"yoWN JÎALL, MELBOURNE",venue,,,"yoWN JÎALL,
MELBOURNE",
,,"WEDNESDAY EVENING, SIXTH NOVEMBER, 1889",UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,3,,,date,,,"WEDNESDAY EVENING, SIXTH NOVEMBER, 1889",
,,"6TH NOVEMBER, 1889.",UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,20,,,date,,,"6TH NOVEMBER, 1889.",
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,ïlùetropolitan OLieôertatel,5,,,organization,,presenting organization,ïlùetropolitan OLieôertatel,
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Liedertafel,7,,,organization,,choir,Liedertafel,
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Victorian Orchestra,13,,,organization,,orchestra,"Boys’ Choir, Victorian Orchestra
AND Liedertatel",
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Selected Choir of Boys,4,,,organization,,boys’ choir,0 Selected Choir of Boys,
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,"HIS EXCELLENCY SIR HENRY BROUGHAM LOCH, K.C.B.",5,,,patron,,Patron,"Patron
HIS EXCELLENCY SIR HENRY BROUGHAM LOCH, K.C.B.",
,Feinrich Hofmann,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,7,,,work,Work title OCR appears garbled; likely the cantata “Harald’s Bridal Voyage/Journey”.; Composer spelling appears OCR-garbled; likely Heinrich Hofmann.,,"Cantata “taralô’s œriôal Dopage”
Feinrich Hofmann",Cantata “taralô’s œriôal Dopage”
,Geethoven,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,11,,,work,Composer OCR-garbled as 'Geethoven'; likely Beethoven.,,Pianoforte Solo : Concerto in E Flat Major Geethoven,Concerto in E Flat Major
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,12,,,work,Composer unreadable/garbled as 'J.^.^tah'; composer left null.,,Serenade J.^.^tah,Serenade
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,12,,,work,Composer appears garbled as 'Ertiti'; composer left null.,,Song u l'Estasi ” Ertiti,Song “l’Estasi”
,Gerlioz,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,13,,,work,Title OCR-garbled ('Xa' for 'La').; Composer OCR-garbled as 'Gerlioz'; likely Berlioz.,,"Selections from “Xa Damnation de jfaust""
Gerlioz",Selections from “Xa Damnation de jfaust”
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,14,,,work,Title OCR-garbled; likely 'Bedouin Love Song'.; Composer OCR-garbled as 'Æoombs'; composer left null.,,"Solo “®eòouin Move Song"" Æoombs",Solo “®eòouin Move Song”
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,14,,,work,Composer OCR-garbled as 'Binkti'; composer left null.,,part Song “ Jfarewell” Binkti,Part Song “Jfarewell”
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,15,,,work,"Title OCR-garbled ('Waits' for 'Waltz', 'œiue' for 'Blue').; Composer truncated as 'Str'; likely Strauss. Composer left null.",,"Vocal Waits “ œiue Danube” (By request)
(ARRANGED BY ELSASSER) Str",Vocal Waits “œiue Danube” (By request)
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,,17,,,work,,,GOD SAVE THE QUEEN.,GOD SAVE THE QUEEN.
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,MR. JULIUS HERZ,3,conductor,,performer,,,CONDUCTOR: MR. JULIUS HERZ,
Concerto in E Flat Major,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Miss Florence Menk-Meyer,11,pianoforte,,performer,,,Miss Florence Menk-Meyer.,
Serenade,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Mr. W. Clarence Fraser,12,tenor solo,,performer,,,(Tenor  Solo  Mr. W. Clarence Fraser),
Song “l’Estasi”,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Miss O’Shannessy,12,,,performer,,,Miss O’Shannessy,
Cantata “taralô’s œriôal Dopage”,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Mr. A. H. Gee,7,soloist,,performer,,,Solos  by  Mr. A. H. Gee and  Mr. Henry Rofe,
Cantata “taralô’s œriôal Dopage”,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Mr. Henry Rofe,7,soloist,,performer,,,Solos  by  Mr. A. H. Gee and  Mr. Henry Rofe,
Solo “®eòouin Move Song”,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Mr. A. H Gee,14,soloist,,performer,,,Mr. A. H Gee,
,,,UDC20260028-13.pdf,Concert Programs,1889,Melbourne Liedertafel,,Mr. G. B. FENTUM,5,Hon. Pianist,,performer,,,"Hon . PIANIST 
Mr. G. B. FENTUM",
,,,UDC20260028-29.pdf,Museum Catalog,Unknown,Musashinto Academia Musicae,,MUSEUM  OF  MUSICAL  INSTRUMENTS  MUSASHINO  ACADEMIA  MUSICAE,1,,,organization,Unclear if this is a presenting/performing organization versus an institutional header; Document appears largely non-program/illegible; treat attribution with caution,,MUSEUM  OF  MUSICAL  INSTRUMENTS  MUSASHINO  ACADEMIA  MUSICAE,
